"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
36,"English",0,"Female",33,"","","Yes","50",2
37,"English",1,"Female",33,"No","","Yes","0.40",3
38,"English",0,"Female",30,"no","","Yes",".50",2
39,"English",1,"Female",46,"N/A","A little confusing at first, but caught on.","Confused",".40",3
40,"spanish ",1,"Male",27,"no","no","Yes","yes ",2
41,"English",1,"Female",56,"No","","Yes","0.60",3
42,"English",0,"Female",33,"NONE","","Yes",".40",3
43,"ENGLISH",1,"Female",56,"NO","Thank You","Yes",".40",3
44,"English",1,"Female",23,"No","None","Yes",".20",2
45,"English",1,"Male",22,"no","","Yes",".40",1
46,"english",1,"Male",39,"No","","Yes","0.40",1
47,"english",1,"Male",28,"no","","Yes","0.4",2
48,"English",0,"Male",23,"No","","Yes","10 cents a minute",3
49,"English",1,"Male",28,"No","","Yes","Yes",3
50,"English",0,"Male",25,"no","","Yes",".40",2
51,"English",1,"Female",51,"no problems","Fun, thanks!","Yes",".40",3
52,"English",1,"Male",36,"No problems!","Thank you very much!","Yes",".40",3
53,"English",1,"Male",30,"No","","Yes",".50",2
54,"english",1,"Female",27,"","","No","yes",2
55,"vietnamese, english",0,"Female",29,"no","","Yes",".40",3
56,"English",0,"Male",25,"No.","Keep this up!","Yes","1",4
57,"english",1,"Female",28,"","","Yes",".50",3
58,"English",1,"Male",29,"No, everything went pretty well. Thanks!","","Yes","Yes",2
59,"english",1,"Male",25,"No","Great study","Yes","0.40",3
60,"English",0,"Female",33,"no problems","","Yes",".40",3
61,"English",0,"Female",43,"no","","Yes","0.50",2
62,"english",0,"Female",59,"no","","Yes",".40",3
63,"English",0,"Female",39,"","","Yes",".50",2
64,"English",0,"Female",43,"no","","Yes",".40",3
65,"english",1,"Female",53,"no","","Yes","fair",2
66,"English",0,"Female",53,"no","no","Yes","yes",2
67,"",0,"Male",32,"no","thanks for the opportunity","Yes",".49",3
68,"engish",0,"Male",68,"","","Confused",".40",2
69,"English",0,"Male",30,"no","","Yes","yes",4
70,"English",1,"Female",33,"No.",NA,"Yes",".40",2
71,"English",1,"Male",33,"No","","Yes","Yes",4
72,"English",0,"Male",32,"No","","No",".40",3
73,"English",1,"Male",29,"NO bugs I noticed.","Thank you for always trying to be fair, you&quotecharre one of my favorites when you pop up.","Yes","40 cents is fair.",1
74,"english",1,"Female",22,"no","","Yes","0.30",2
75,"English",1,"Female",30,"No problems.","","Yes",".40",3
76,"English",0,"Male",40,"","","Yes",".45",2
77,"English",0,"Female",34,"no","","Yes","$1",2
78,"English",0,"Male",67,"I had no problems of which I was aware.","Thanks for letting me participate. Thanks, too, for adding to our body of knowledge.","Yes",".80",4
79,"English",0,"Female",56,"No","","Yes",".50",3
80,"English",0,"Female",43,"No.","","Yes","60 cents",3
81,"english",1,"Male",40,"not that i know of","","Yes","yes",0
82,"English",1,"Male",53,"No","none","No",".50",3
83,"English",1,"Female",28,"No","","No",".40",4
84,"English",1,"Male",50,"No problems","Thank you.","Yes",".40",3
85,"English",0,"Male",20,"Not at all","Very well thought out hit.","No","55 cents",2
86,"English",1,"Male",23,"It lagged a bit moving to the next question and I accidentally pressed disagree on one question before I got to read it","","Yes","yes",3
87,"English",0,"Female",41,"No bug, I just didn&quotechart realize that I was to use the P and Q keys so I thought it wasn&quotechart working when I clicked on the buttons.","","Confused",".60",2
88,"English",0,"Female",36,"","","Yes",".60",2
89,"English",0,"Male",26,"No","","Yes",".50",3
90,"English",1,"Female",24,"No","","Yes","$0.40",3
91,"English",0,"Female",53,"No","","Yes","0
0.50",2
92,"english",0,"Male",19,"","","Yes",".60",2
93,"English",1,"Female",34,"no","","Yes","50",3
94,"English",1,"Female",23,"","","Yes",".40",3
95,"English",1,"Male",25," no","","No",".7",3
96,"English",0,"Male",26,"None","","Yes","1.00",3
97,"English",0,"Male",25,"no","No","Yes","$.75",3
98,"English",0,"Male",27,"no","","Yes",".50",2
99,"English",1,"Male",22,"no","","Yes","40 cents",-1
100,"English",0,"Female",29,"Nope","","No","Yes",3
101,"English ",1,"Male",23,"None","Thank you, Have a great day.","Yes","0.40",2
102,"English",1,"Male",33,"No","No comments","Yes","0.50",3
103,"English",1,"Male",44,"no","","Yes",".40",2
104,"English",0,"Female",35,"","","Yes",".4",3
105,"english",0,"Male",19,"no","no","Yes","0.50",2
106,"English",0,"Female",25,"no","","Yes","0.40",2
107,"English",0,"Male",48,"","","Yes","yea",2
108,"english",1,"Male",41,"no","","Yes","0.5",3
109,"english",1,"",73,"no","","Yes",".50",1
110,"English",0,"Male",24,"","","Yes","0.60",1
111,"English",1,"Male",28,"no","","Yes","yes",3
112,"English",1,"Female",68,"none","none","Yes","$.40",2
113,"English",0,"Female",25,"The first question froze, which caused me to miss the second question since I tried to hit P a few times to get it going again","","No",".50",3
114,"English",1,"Male",21,"No","","No","40 cents",2
115,"English",0,"Male",64,"no","thank you","Yes","not really",3
116,"English",1,"Female",63,"No","No","Yes",".50",2
117,"English",1,"Male",27,"no","none","Yes","yes",3
118,"",0,"Male",60,"no","na","Yes","yes",4
119,"English",0,"Male",35,"None","No other feedback","Yes","0.40",3
120,"English",0,"Male",37,"No.","No.","Yes",".40",3
121,"English",1,"Male",29,"None","","Yes","0.40",1
122,"English",0,"Female",57,"No","","Yes","0.40",1
123,"English",1,"Male",38,"No","","Yes",".50",3
124,"English",0,"Male",25,"None","","Yes","1.00",1
125,"English",0,"Male",23,"No","None","No","50 cent",1
126,"English",1,"Female",36,"None","None thanks!","Yes",".40",4
127,"English",1,"Female",25,"no","Good hit!","Yes","40",3
128,"english",1,"Female",45,"no problems","no additional comments. thanks. and good luck with your study!","Yes",".40",2
129,"English",1,"Female",21,"None","","Yes","40 cents",2
130,"English",1,"Male",24,"No","","Yes","Yes",3
131,"English",1,"Male",60,"No.","","Yes","0.50",2
132,"English",1,"Male",50,"No","None","Yes","Yes",3
133,"English, Tibetan",0,"Male",26,"No.","No comments.","Yes","0.50",3
134,"English",1,"Other",23,"Nope.","Went great.","Yes",".45",3
135,"English",1,"Female",40,"no","","Yes","0.50",4
136,"english",0,"Male",54,"no","","Yes","0.40",4
137,"English",0,"Male",31,"No","Have an awesome day!","Yes","Yes",2
138,"English",1,"Female",33,"no","none","Yes",".50",3
139,"English",0,"Male",39,"","","Yes",".40",1
140,"English",1,"Female",42,"No","This was really interesting. I tried to answer with how I feel rather than what is right or makes more sense. It&quotechars kind of crazy how sometimes, I feel someone doesn&quotechart qualify for the label if they have only done something a few times, but other times they do. The volunteer one really hit home with me. I volunteer five days a week, and have been involved in animal rescue for 8 years. It drives me nuts when I see someone volunteer for a couple hours ONE time and talk about them being a volunteer. Not that we don&quotechart appreciate it, but come on. However, someone buying a pack of cigarettes once can be easily labeled as a smoker. Very interesting.","Yes","0.50",2
141,"English",0,"Male",22,"Nope","","Yes","0.50",3
142,"English",0,"Male",26,"No bugs!","Thanks for the HIT!","Yes",".50",2
143,"english",0,"Male",54,"","","Confused",".40",3
144,"English",1,"Female",43,"no",NA,"Yes",".40",3
145,"English",0,"Female",24,"no",NA,"Yes","yes",3
146,"english",0,"Male",31,"",NA,"No",".50",2
147,"english",0,"Male",53,"no",NA,"Yes","yes",1
148,"English",1,"Male",24,"No",NA,"Yes","0.40",3
149,"english",1,"Male",28,"no",NA,"Yes","0.45",2
