workerid,language,enjoyment,gender,age,problems,comments,asses,fairprice,education
86,English,0,Female,27,No.,Some of the questions stumped me and some I accidentally hit the wrong button.,Yes,.50,2
87,english,1,Male,31,no,,NA,yes,4
88,English,1,Male,28,no problems.,,Yes,.30,2
89,english,1,Female,49,no,none,Yes,.5,3
90,English,1,Female,28,"The first statement took a while to change so I clicked on Q again, but I think it may have answered the second statement instead.",NA,Yes,.35,4
91,English,1,Male,24,No,,Yes,$0.30,2
92,English,0,Male,36,None that I found.,This was nice.  I would like to do similar ones.,Yes,0.50,3
93,English,1,Male,24,No.,No.,Yes,Yes.,2
94,English,0,Male,35,None,None,Yes,Yes,1
95,English,1,Female,31,no,none,Yes,yes,3
96,English,1,Female,28,,,Yes,.35,3
97,English,0,Male,25,none,great,Yes,,3
98,english,1,Male,22,,,No,.35,1
99,English,1,Female,18,,,Yes,,2
