"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
46,"English",0,"Female","45","No","No","Yes",".50",2
47,"english",0,"Male","male","none","","Yes",".35",1
48,"english",1,"Male","39","none","thank you!","Yes",".50",2
49,"English",1,"Male","28","No","Good luck in your further research!","Yes",".3",2
50,"English",1,"Male","28","None","None","Yes","Yes",2
51,"English",0,"Male","38","n","ty","Yes",".25",3
52,"english",0,"Female","40","","","Yes",".25",2
53,"English",0,"Male","36","All clear","Thanks","No",".75",3
54,"English",1,"Female","37","No","","Yes","0.25",2
55,"English",0,"Female","57","no","Curious as to what the answers are...","Yes","0.25",2
56,"english",0,"Female","58","none","","Yes",NA,1
57,"English",0,"Male","22","","","Yes","0.25",2
58,"eng",0,"Male","27","","","Yes",NA,2
59,"english",0,"Male","40","no","","Yes","0.25",1
60,"English",0,"Female","30","","","Yes",NA,3
61,"English",0,"Male","29","","","Yes","0.25",2
62,"English",0,"Male","35","no issues","","Yes","0.25",1
63,"English",1,"Male","27","","Thank you for the opportunity","Yes","0.40",2
64,"English",0,"Female","26","Nope","","Yes","0.25",3
65,"English",0,"Male","49","no","","Yes",".30",2
66,"English",1,"Male","28","no","","Yes","25 c is pretty fair",2
67,"english",0,"Male","26","","","Yes",".25",3
68,"English",0,"Male","39","","","Yes","25 cents",4
69,"english",0,"Female","27","The slider at the end was difficult because it didn&quotechart give numbers for where you were at in the slider.","","Yes",".25",3
70,"English and Cantonese",0,"Female","29","","","Yes",".25",3
71,"English",1,"Male","43","none","","Yes","yes",3
72,"English",0,"Male","37","No","No comments","Yes","0.25",2
73,"english",0,"Female","31","no","","Yes","yes",2
74,"english",0,"Female","32","n/a","Thanks for letting me participate! ","Yes","yes",3
75,"English",1,"Female","20","No","","Yes","Yes",2
76,"english",0,"Female","36","","","Yes",".50",3
77,"English",0,"Female","51","no","","Yes",".60",3
78,"English",0,"Female","40","no","thanks","Yes","yes",3
79,"English",1,"Male","33","n/a","","Yes","0.25",1
80,"english",0,"Male","46","no","no","Yes","0.3",3
81,"english",1,"Female","26","no","no","Yes","yes",1
82,"english",1,"Male","29",NA,"Thanks!","Yes","0.40",4
83,"english",1,"Male","39","none","thanks!","Yes",".25",3
84,"English",0,"Other","22","No","","Yes","Yes",1
85,"English",1,"Female","29","","","Yes","yes",4
86,"English",0,"Male","31","","","Yes","0.30",2
87,"English",1,"Female","25","","","Yes","Yes",3
88,"English",1,"Female","29","No problems","Interesting, thank you","Yes",".30",2
89,"English",0,"Male","30","no","","Confused","yes",3
90,"English",1,"Female","25","No","","Yes","yes",2
91,"English",0,"Male","28","no","","Yes",".25",3
92,"English",1,"Female","48","Not that I noticed, no.","","Yes","0.25",4
93,"English",0,"Male","29","None","None","Yes","25 to 50 cents",2
94,"english",1,"Female","51","no problem","","Yes",".25",3
95,"English",0,"Female","48","no","","Yes","0.30",3
96,"english",1,"Male","32","no","thank you!","Yes","0.25",3
97,"English",1,"Female","55","N/A","Thank you.","Yes",".25",3
98,"English",1,"Female","30","","","Yes","0.25",2
99,"english",0,"Male","29","","","Yes",".20",3
100,"English",0,"Female","67","no","no","Yes","25",4
101,"English",1,"Male","32","No","","Yes","$0.25",4
102,"English",0,"Female","35","No","","Yes",".25",2
103,"",99,"",NA,"","","Yes","",-1
104,"english",0,"Female","37","","","Yes",".35",3
105,"English",1,"","57","","","Yes",".25",2
106,"english",0,"Female","42","no","","Yes","0.30",2
107,"English",0,"Female","44","no","","Yes","0.50",3
108,"English",0,"Male","52","","","Yes",".40",3
109,"English",0,"Male","40","no","n/a","Yes",".25",3
110,"English",0,"Male","39","No.","None.","Yes",".25",3
111,"English",1,"Male","40","no","","Yes",".25",3
112,"english",0,"Female",NA,"no","","Yes","sure",3
113,"english",0,"Male","27","no","","Confused","1",3
114,"English",1,"Male","23","No","","No",".25",3
115,"english",0,"Female","29","no","","Yes","1.00",2
116,"English",1,"Male","32","None","None","Yes",".25",3
117,"English",1,"Female","26","",NA,"Yes",".25",3
118,"english",0,"Male","26","no",NA,"Yes","",1
119,"English",0,"Male","19","No",NA,"Yes","Yes.",2
